Report Number,Street Prefix,Street Name,Street Suffix,Intersecting Block Number,Intersecting Street Prefix,Intersecting Street Name,Intersecting Street Suffix,Street Description,At An Intersection,Intersecting Street Description,Crash Date/Time,Fatality,Hit And Run,Location
18-90759,,BRYANT IRVIN,RD,2500,,RIVER PARK,DR,,TRUE,,10/9/2018 13:20,FALSE,FALSE,"(32.7317, -97.41338)"
18-89091,,AIRPORT,FWY,800,,HARPER,ST,,FALSE,,10/3/2018 20:56,FALSE,FALSE,"(32.774, -97.29089)"
18-89107,E,LANCASTER,AVE,2600,,TIERNEY,RD,5000 E LANCASTER AVE,FALSE,2600 TIERNEY RD,10/3/2018 22:05,FALSE,FALSE,"(32.74076, -97.24719)"
18-89094,N,RIVERSIDE,DR,3500,N,TARRANT,PKWY,,TRUE,,10/3/2018 21:40,FALSE,TRUE,"(32.896, -97.3065)"
18-90598,,NAVADA,WAY,16000,,BLANCO,LN,,FALSE,,10/8/2018 19:21,FALSE,FALSE,"(33.3786, -97.31388)"
18-89838,,MARK IV,PKWY,2300,,NORTHEAST LOOP 820,FWY,,TRUE,INTERSTATE SERVICE ROAD,10/6/2018 10:41,FALSE,FALSE,"(32.8378, -97.32117)"
18-89423,,BRYANT IRVIN,RD,5900,,CITY VIEW,BLVD,,FALSE,,10/4/2018 22:00,FALSE,FALSE,"(32.6789, -97.4153)"
18-89318,,BEACH,ST,2600,,WILKINSON,AVE,,FALSE,,10/4/2018 16:30,FALSE,TRUE,"(32.74432, -97.28952)"
18-89099,,NORTH,FWY,2600,,NORTHERN CROSS,BLVD,ASPHALT,FALSE,ASPHALT,10/3/2018 22:14,FALSE,TRUE,"(32.83761, -97.31153)"
18-89365,,BRYANT IRVIN,RD,5400,,BELLAIRE,DR,CITY STREET,FALSE,CITY STREET,10/4/2018 19:00,FALSE,FALSE,"(32.68642, -97.41359)"
18-90273,,OAK GROVE,RD,1000,SE,LOOP 820,FWY,PAVED ROAD,TRUE,PAVED ROAD,10/7/2018 21:32,FALSE,FALSE,"(32.59767, -97.30253)"
18-90518,,MISSISSIPPI,AVE,1100,E,LOWDEN,ST,,TRUE,,10/8/2018 17:45,FALSE,FALSE,"(32.7095, -97.31265)"
18-90753,W,EVERMAN,PKWY,8700,,SOUTH FWY,FWY,,TRUE,,10/9/2018 13:08,FALSE,FALSE,"(32.62758, -97.32403)"
18-90878,,HARMOND,RD,2000,,HERITAGE TRACE,PKWY,,TRUE,,10/9/2018 19:23,FALSE,TRUE,"(0, 0)"
18-89866,W,BERRY,ST,3100,,HEMPHILL,ST,,FALSE,,10/6/2018 13:05,FALSE,TRUE,"(32.70586, -97.3323)"
18-90677,,SILENT HOLLOW,DR,400,,MISTY MOUNTAIN,DR,,TRUE,,10/9/2018 8:05,FALSE,FALSE,"(32.60893, -97.3263)"
18-90662,,MICHAEL,DR,1800,,BELSHIRE,CT,PAVED ROADWAY,TRUE,PAVED ROADWAY,10/9/2018 7:28,FALSE,FALSE,"(32.61943, -97.29901)"
18-90693,S,FWY,FWY,100,,GARDEN ACRES,,PAVED ROAD,FALSE,PAVED ROAD,10/9/2018 9:10,FALSE,FALSE,"(32.60173, -97.31967)"
180090241,,ELLIS,AVE,200,NW,15TH,ST,ASPHALT,TRUE,ASPHALT,10/7/2018 19:49,FALSE,FALSE,"(32.77958, -97.34871)"
18-90066,E,LOOP 820 SOUTH,FWY,5400,,SUN VALLEY,DR,IH 820,FALSE,LOCAL STREET,10/7/2018 2:15,FALSE,FALSE,"(0, 0)"
18-90809,,TRAIL LAKE,DR,3600,,BILGLADE,RD,,FALSE,,10/9/2018 15:38,FALSE,FALSE,"(32.67799, -97.37229)"
18-89703,E,BERRY,ST,3100,,MILLER,AVE,PUBLIC STREET,FALSE,PUBLIC STREET,10/5/2018 5:20,FALSE,FALSE,"(32.71383, -97.2615)"
180090253,W,RISINGER RD,RD,9600,N,CROWLEY,RD,,TRUE,,10/7/2018 19:42,FALSE,FALSE,"(32.61473, -97.35519)"
18-90069,E,MADDOX,AVE,1611,S,RIVERSIDE,DR,,TRUE,,10/7/2018 2:56,FALSE,FALSE,"(32.72688, -97.30292)"
18-90971,,MONTGOMERY,ST,3600,,LOVELL,AVE,,TRUE,,10/10/2018 6:55,FALSE,FALSE,"(32.73048, -97.37005)"
18-090383,,SOUTHWEST LOOP 820,LOOP,4500,S,HULEN,ST,,FALSE,,10/8/2018 9:55,FALSE,FALSE,"(0, 0)"
18-90964,,WEST,FWY,2800,,MONTGOMERY,ST,STREET,FALSE,STREET,10/10/2018 6:20,FALSE,FALSE,"(32.73296, -97.37677)"
18-90752,,EAST LOOP 820 SOUTH,FWY,6700,,RANDOLL MILL,RD,,FALSE,,10/9/2018 12:50,FALSE,FALSE,"(0, 0)"
18-90124,N,MAIN,ST,100,W,LONG,AVE,,FALSE,,10/7/2018 11:05,FALSE,FALSE,"(32.70136, -97.3264)"
18-90579,,S FWY NB,,700,E,ROSEDALE,ST,,FALSE,,10/8/2018 20:57,FALSE,FALSE,"(32.73284, -97.32037)"
18-90410,,OAKMONT,BLVD,6300,,OAKMONT,BLVD,WAL MART PARKING LOT,FALSE,,10/8/2018 11:30,FALSE,FALSE,"(32.66293, -97.40432)"
18-89954,N,SYLVANIA,AVE,2500,,DELL,ST,CONCRETE,TRUE,CONCRETE,10/6/2018 18:20,FALSE,TRUE,"(32.75819, -97.30898)"
18-90584,S,FWY NB,,700,E,ROSEDALE,ST,,FALSE,,10/8/2018 20:58,FALSE,TRUE,"(32.73283, -97.3203)"
18-91056,,BRYANT IRVIN,RD,5600,,ARBORLAWN,DR,,FALSE,,10/10/2018 12:20,FALSE,FALSE,"(32.7222, -97.4135)"
18-89599,NE,33RD,ST,100,E,LONG NE 33RD,RAMP,,TRUE,,10/5/2018 15:05,FALSE,TRUE,"(32.80548, -97.32925)"
18-89569,,INTERSTATE,,5500,,CROWLEY,RD,,FALSE,,10/5/2018 13:00,FALSE,FALSE,"(0, 0)"
18-90653,N,NORTH FWY SR NB,RD,3000,E,NORTH TARRANT,RD,,TRUE,,10/9/2018 6:00,FALSE,FALSE,"(32.89595, -97.31733)"
18-90349,W,FREEWAY,,1300,S,UNIVERSITY,DR,,FALSE,,10/8/2018 8:08,FALSE,FALSE,"(0, 0)"
18-90757,W,BELKNAP,ST,100,N,LAMAR,ST,,TRUE,,10/9/2018 13:10,FALSE,FALSE,"(0, 0)"
18-91005,,EAST FRWY,,1500,,OAKLAND,BLVD,,FALSE,,10/10/2018 9:45,FALSE,FALSE,"(0, 0)"
18-90440,,GREEN OAKS,RD,2900,,MALL,CIR,,FALSE,,10/8/2018 13:40,FALSE,FALSE,"(32.74184, -97.43389)"
18-89350,E,BELKNAP,ST,600,N,CHANDLER,ST,PAVEMENT,TRUE,PAVEMENT,10/5/2018 17:50,FALSE,FALSE,"(32.77283, -97.30236)"
18-89815,W,NORTHSIDE,DR,1200,,DEVNER,ST,,TRUE,,10/6/2018 7:09,FALSE,FALSE,"(32.77808, -97.3408)"
18-89800,,WEST,FWY,0,,MONTGOMERY IH 30 WB,RAMP,,FALSE,,10/6/2018 5:10,FALSE,FALSE,"(32.73293, -97.37243)"
18-90154,E,LANCASTER,AVE,2600,,PERKINS,ST,,TRUE,,10/7/2018 14:45,FALSE,FALSE,"(32.74078, -97.27049)"
18-90970,,TRINITY,BLVD,2600,,EAST,LOOP,,TRUE,LOCAL,10/10/2018 6:54,FALSE,FALSE,"(32.79794, -97.21541)"
18-89885,,ANDERSON,ST,1000,,JOHN T WHITE,RD,PRIVATE PROPERTY,FALSE,LOCAL ROAD,10/6/2018 13:55,FALSE,TRUE,"(32.76343, -97.17153)"
18-89859,,GARDEN SPRINGS,DR,4000,,HUNTER HILL,DR,,FALSE,,10/6/2018 11:58,FALSE,FALSE,"(32.61222, -97.3828)"
18-89559,E,LOOP 820 S,FWY,5800,E,BERRY,ST,,TRUE,,10/6/2018 12:20,FALSE,TRUE,"(0, 0)"
18-89870,,EAST,FWY,0,,BEACH,ST,N/A,FALSE,BEACH ST ON RAMP,10/6/2018 13:45,FALSE,FALSE,"(32.75219, -97.27522)"
18-89071,W,ALLEN,AVE,1700,,MAY,ST,,TRUE,,10/3/2018 19:42,FALSE,FALSE,"(32.72598, -97.3244)"
18-89948,,MC CART,AVE,2600,,IH 20 SR WB,,,FALSE,,10/6/2018 13:33,FALSE,TRUE,"(32.67012, -97.35372)"
18-89667,S,HULEN,ST,4500,,OVERTON TER,,,FALSE,,10/5/2018 18:50,FALSE,FALSE,"(32.72672, -97.38786)"
18-89925,,GRAND,AVE,1300,,LAGONDA,AVE,,FALSE,,10/6/2018 16:53,FALSE,FALSE,"(32.76908, -97.35253)"
18-89908,,AIRPORT,FWY,6500,,MIDWAY,RD,,FALSE,,10/6/2018 15:30,FALSE,TRUE,"(32.79462, -97.23703)"
18-90833,,WESTCREEK,DR,6200,,SANDRA,DR,,FALSE,,10/9/2018 16:18,FALSE,FALSE,"(32.65465, -97.3618)"
18-89522,W,RENDON CROWLEY,RD,12300,,SOUTH,FWY,,TRUE,SOUTHBOUND SERVICE ROAD,10/5/2018 10:15,FALSE,FALSE,"(32.57853, -97.31254)"
18-88941,,OAKMONT,BLVD,5900,S,HULEN,ST,,FALSE,,10/6/2018 17:37,FALSE,FALSE,"(32.66293, -97.40432)"
18-89913,N,RIVERSIDE,DR,3000,,SPRINGDALE,RD,,TRUE,,10/6/2018 14:14,FALSE,FALSE,"(32.7874, -97.30152)"
18-90847,,SOUTHWEST,BLVD,3900,,DESERT RIDGE,DR,,FALSE,,10/9/2018 17:31,FALSE,FALSE,"(32.71513, -97.44253)"
18-89716,,CHAPEL CREEK,BLVD,10190,,AMBER RIDGE,DR,,TRUE,,10/5/2018 18:51,FALSE,FALSE,"(32.74262, -97.50457)"
18-90035,,MINISTER,ST,2300,,BAROQUE,DR,,FALSE,,10/7/2018 22:00,FALSE,TRUE,"(0, 0)"
18-89792,,EVANS,AVE,800,E,DEVITT,ST,,TRUE,,10/6/2018 2:53,FALSE,FALSE,"(32.70394, -97.31855)"
18-90475,S,HULEN,ST,4500,,SYCAMORE SCHOOL,RD,,TRUE,,10/8/2018 15:35,FALSE,FALSE,"(32.6328, -97.38918)"
18-89946,S,GROVE,ST,500,E,CANTEY,ST,,FALSE,,10/6/2018 17:46,FALSE,FALSE,"(32.71042, -97.32217)"
18-88996,,BRYANT IRVIN RD N,RD,6000,,MILBURN,ST,,FALSE,,10/3/2018 15:43,FALSE,FALSE,"(32.72636, -97.41346)"
18-90062,N,MAIN,ST,100,E,LONG EB,AVE,PAVED CONCRETE,FALSE,PAVED CONCRETE,10/7/2018 2:34,FALSE,TRUE,"(32.70317, -97.32638)"
18-89246,E,ALLEN,AVE,1700,,NEW YORK,AVE,,TRUE,,10/4/2018 12:30,FALSE,FALSE,"(32.72616, -97.31407)"
18-89046,,TANGER,BLVD,3500,,HIGHWAY 114,,,FALSE,,10/3/2018 18:51,FALSE,FALSE,"(33.02616, -97.27884)"
18-90643,,WEST,FWY,2600,,GREEN OAKS,RD,,FALSE,,10/9/2018 3:47,FALSE,FALSE,"(32.73491, -97.42848)"
18-90860,,VEL,DR,2300,,CARRUTHERS,DR,,TRUE,,10/9/2018 18:05,FALSE,FALSE,"(32.72355, -97.22327)"
18-89991,,MCCART,AVE,3500,,HULEN CIR E,DR,,TRUE,,10/6/2018 20:53,FALSE,FALSE,"(32.62613, -97.37005)"
18-89273,N,FREEWAY,,2900,N,TARRANT,PKWY,,FALSE,,10/4/2018 13:55,FALSE,FALSE,"(0, 0)"
18-90755,,EAST LOOP 820,,6200,,MEADOWBROOK,DR,,FALSE,,10/9/2018 13:25,FALSE,FALSE,"(32.74364, -97.22331)"
18-89619,N,UNIVERSITY,DR,3000,,CULLEN,ST,,FALSE,,10/5/2018 16:07,FALSE,FALSE,"(32.76017, -97.36114)"
18-90023,N,MAIN,ST,0,,23RD,ST,,TRUE,,10/6/2018 22:30,FALSE,FALSE,"(32.78506, -97.34923)"
18-90735,,WICHITA,ST,3200,,HOWARD,ST,,TRUE,LOCAL,10/9/2018 11:31,FALSE,FALSE,"(32.69745, -97.28027)"
18-90862,,MARTIN,ST,5000,,VILLAGE CREEK,RD,,FALSE,,10/9/2018 18:33,FALSE,FALSE,"(32.68899, -97.24727)"
18-90776,W,RIPY,ST,3600,,MAY,ST,,TRUE,,10/9/2018 14:35,FALSE,FALSE,"(32.69697, -97.32755)"
18-90498,,SOUTH FWY SR SB,,0,,IH 35 SB SW LOOP 820,RAMP,,TRUE,,10/8/2018 16:40,FALSE,FALSE,"(32.66822, -97.32064)"
18-91395,W,RISINGER,RD,9689,,CROWLEY,RD,,FALSE,,10/11/2018 15:00,FALSE,FALSE,"(32.61414, -97.35065)"
18-90395,,SOUTH FWY,,101,,OLD HWY 1187,DR,,TRUE,,10/8/2018 10:30,FALSE,FALSE,"(32.58895, -97.31961)"
18-90559,E,RENDON CROWLEY,RD,12111,,HUNTERS CROSSING,LN,,FALSE,,10/8/2018 20:00,FALSE,FALSE,"(32.58, -97.2973)"
18-91396,,SYCAMORE SCHOOL RD,,1300,,WILLOW GLEN CIR,,,TRUE,,10/11/2018 14:57,FALSE,FALSE,"(32.63522, -97.33778)"
18-92557,N,BEACH,ST,4400,,WESTERN CENTER,BLVD,,FALSE,,10/15/2018 21:12,FALSE,FALSE,"(32.86619, -97.29131)"
18-92946,,BRYANT IRVIN,RD,2500,,RIVER PARK,DR,MULTI-LANE DIVIDED ROAD,TRUE,MULTI-LANE DIVIDED ROAD,10/17/2018 7:53,FALSE,FALSE,"(32.73076, -97.41339)"
18-92036,,GRANBURY,RD,3900,,BELDEN,AVE,ROADWAY,TRUE,ROADWAY,10/14/2018 21:20,FALSE,FALSE,"(32.67276, -97.38348)"
18092944,S,HULEN,ST,0,,OVERTON TER,,,FALSE,,10/17/2018 7:25,FALSE,FALSE,"(32.72672, -97.38786)"
18-91733,,NORTH,FWY,9000,,IH 35W NB HERITAGE TRACE,RAMP,,TRUE,,10/12/2018 16:50,FALSE,FALSE,"(32.90214, -97.31731)"
18-91290,,MEADOWBROOK,DR,2500,N,AYERS,AVE,MAIN ROAD,TRUE,MAIN ROAD,10/11/2018 8:10,FALSE,FALSE,"(32.74392, -97.27042)"
18-91412,,SYCAMORE SCHOOL,RD,8000,,CROWLEY,RD,LOCAL ROAD,FALSE,LOCAL ROAD,10/11/2018 15:31,FALSE,FALSE,"(32.635, -97.35392)"
18-89639,,MANSFIELD,HWY,5300,,WICHITA,ST,,FALSE,,10/5/2018 15:34,FALSE,FALSE,"(32.68194, -97.27722)"
18-91163,N,TARRANT,PKWY,0,N,BEACH,ST,,FALSE,,10/10/2018 18:00,FALSE,FALSE,"(32.89321, -97.28584)"
18-90669,N,ACADEMY,BLVD,9900,,PACK SADDLE,TRL,PAVED ROADWAY,TRUE,PAVED ROADWAY,10/9/2018 8:01,FALSE,FALSE,"(32.76037, -97.49112)"
18-90695,E,BERRY,ST,3300,,VAUGHN,BLVD,ROADWAY,FALSE,ROADWAY,10/9/2018 8:57,FALSE,FALSE,"(32.71336, -97.2791)"
18-89802,,BRENTWOOD STAIR RD,,0,S,EDERVILLE RD,,,TRUE,,10/6/2018 6:00,FALSE,FALSE,"(32.75828, -97.25472)"
18-91536,,NORTH SOUTH,FWY,1000,E,LANCASTER,AVE,,FALSE,,10/12/2018 0:04,FALSE,FALSE,"(32.74946, -97.31977)"
18-90117,N,NORTH,FWY,0,,LONG,AVE,,FALSE,,10/7/2018 10:29,FALSE,FALSE,"(32.81572, -97.31365)"
180090576,,WOODWAY,DR,3900,,MADRID,DR,,FALSE,,10/8/2018 19:09,FALSE,FALSE,"(32.64805, -97.37698)"
18-91431,,WEST,FWY,2500,,UNIVERSITY,DR,INTERSTATE,FALSE,CITY STREET,10/11/2018 17:00,FALSE,FALSE,"(32.7329, -97.36795)"
18-90520,,ARIEL,LN,5500,,EASTLAND,ST,,FALSE,,10/8/2018 18:01,FALSE,TRUE,"(32.70429, -97.23606)"
18-90487,,PERKINS,ST,3800,,HAMPSHIRE,BLVD,,FALSE,,10/8/2018 14:22,FALSE,FALSE,"(32.73558, -97.26953)"
18-90586,E,FWY WB,,5400,,CAMPUS,DR,,FALSE,,10/8/2018 21:15,FALSE,FALSE,"(0, 0)"
18-90170,S,EAST LOOP 820,,6700,E,BRENTWOOD STAIR,RD,,TRUE,,10/7/2018 14:50,FALSE,TRUE,"(32.75382, -97.21757)"
18-90257,,EAST LOOP 820 SOUTH,,6000,E,ROSEDALE,ST,INTERSTATE HIGHWAY,FALSE,LOCAL ROAD,10/7/2018 21:10,FALSE,TRUE,"(32.73218, -97.22498)"
18-90900,W,WEST FREEWAY,,0,,LAS VEGAS,TRL,,FALSE,,10/9/2018 20:50,FALSE,FALSE,"(0, 0)"
18-91142,,TRAIL LAKE,DR,3750,,LYNNDALE,,,TRUE,,10/10/2018 17:02,FALSE,FALSE,"(32.67189, -97.37555)"
18-89333,,EASTCHASE,PKWY,8400,,BELLCHAISE,DR,,TRUE,,10/4/2018 17:40,FALSE,FALSE,"(32.75521, -97.16937)"
18-90464,,E LOOP 820 NB,,5300,,MANSFIELD,HWY,,FALSE,,10/8/2018 14:45,FALSE,FALSE,"(32.66584, -97.24081)"
18-91459,E,EAST FREEWAY,FWY,1300,,EASTCHASE,PKWY,US HIGHWAY,FALSE,LOCAL ROAD,10/11/2018 18:10,FALSE,FALSE,"(32.7604, -97.16148)"
18-91509,S,UNIVERSITY,DR,3000,,PARK HILL,DR,,FALSE,,10/11/2018 22:17,FALSE,TRUE,"(32.73594, -97.36139)"
18-91151,,FRYE,,15100,,TRINITY,,,TRUE,,10/10/2018 18:00,FALSE,FALSE,"(0, 0)"
18-91131,,EAST FWY EB,,195,,EAST LOOP 820 NR RAMP,,INTERSTATE HWY,FALSE,ON RAMP,10/10/2018 16:35,FALSE,TRUE,"(32.75969, -97.21355)"
18-90687,,BEVERLY,AVE,1200,E,RICHMOND,AVE,,FALSE,,10/9/2018 8:29,FALSE,FALSE,"(32.72402, -97.30974)"
18-91135,,AMON CARTER,BLVD,14700,,TRINITY,,,TRUE,,10/10/2018 16:30,FALSE,FALSE,"(0, 0)"
18-91678,W,RENDON CROWLEY,RD,12400,,HEMPHILL,ST,,TRUE,,10/12/2018 13:29,FALSE,FALSE,"(32.57853, -97.31254)"
18-92206,,NORTH,FWY,2800,,HERITAGE TRACE,PKWY,9300 NORTH FWY NB,FALSE,2800 HERITAGE TRACE PKWY,10/14/2018 14:23,FALSE,FALSE,"(32.90984, -97.31707)"
18-91554,,WEST,FWY,1800,,11TH,AVE,,FALSE,,10/12/2018 2:50,FALSE,FALSE,"(32.74122, -97.34432)"
180092141,,BOAT CLUB,RD,6300,,CROMWELL MARINE CREEK,RD,,TRUE,,10/14/2018 4:30,FALSE,TRUE,"(32.85764, -97.42625)"
18-91291,,NORTH SOUTH FWY SR NB,,1100,,LUELLA,ST,,FALSE,,10/11/2018 8:35,FALSE,FALSE,"(32.75153, -97.31985)"
18-91548,,ANDRESS,DR,6200,,COMFORT,DR,RESIDENTIAL STREET/ YARD,FALSE,,10/12/2018 0:45,FALSE,TRUE,"(32.65921, -97.41144)"
18-91566,,WESTCREEK,DR,3200,,FARGO,CT,FOUR LANE DIVIDED DRIVE,FALSE,,10/12/2018 6:24,FALSE,FALSE,"(32.65217, -97.3611)"
18-91682,,HEMPHILL,ST,0,,HEMPHILL,ST,,FALSE,EAST BERRY,10/12/2018 14:15,FALSE,FALSE,"(32.70678, -97.33164)"
18-91935,,SOUTH,FWY,1000,,LUELLA,ST,ASPHALT,FALSE,ASPHALT,10/13/2018 13:15,TRUE,FALSE,"(32.74092, -97.32031)"
18-91258,E,,FWY,5800,E,,LOOP,,FALSE,,10/11/2018 2:55,TRUE,FALSE,"(32.669, -97.253)"
18-91573,N,BEACH,ST,3700,,PRIMROSE,AVE,,TRUE,,10/12/2018 7:14,FALSE,FALSE,"(32.73259, -97.28966)"
18-91276,,US 287,HWY,1600,,IM TERRELL,WAY,1200 US 287,FALSE,1600 IM TERRELL WAY,10/11/2018 7:20,FALSE,FALSE,"(32.7544, -97.31689)"
18-91898,,NORTH,FWY,1900,,YUCCA,AVE,750 NORTH FWY,FALSE,1900 YUCCA AVE,10/13/2018 9:20,FALSE,FALSE,"(32.77158, -97.31902)"
18-91614,,WEST,FWY,2000,,NORTH SOUTH,FWY,100 IH 30 EB HWY 35W NB RAMP,FALSE,2000 NORTH SOUTH FWY,10/12/2018 9:30,FALSE,TRUE,"(32.74481, -97.32798)"
18-91724,,BRIDGE,ST,6300,,BRIDGE TO BRIDGEWOOD/IH 30,,,TRUE,,10/12/2018 16:17,FALSE,FALSE,"(32.7637, -97.21918)"
18-90959,,SUMMIT,AVE,400,S,BALLINGER,ST,,FALSE,,10/10/2018 2:54,FALSE,FALSE,"(32.74208, -97.3417)"
18-90966,N,FREEWAY,,3000,,GOLDEN TRIANGLE,BLVD,,FALSE,,10/10/2018 6:25,FALSE,FALSE,"(0, 0)"
18-90967,E,IH 20 WB,FWY,5800,E,LOOP 820 SOUTH NB,,MAIN RD,FALSE,MAIN ROAD,10/10/2018 6:10,FALSE,FALSE,"(32.66918, -97.23403)"
18-91602,,GRANBURY,RD,4500,,WALTON,AVE,,FALSE,,10/12/2018 9:11,FALSE,FALSE,"(32.66909, -97.38801)"
18-91134,,MCCART,ST,6300,,WESTCREEK,DR,PAVED ROADWAY,TRUE,PAVED ROADWAY,10/10/2018 16:08,FALSE,FALSE,"(0, 0)"
18-91090,,BRIDGE,ST,1200,,WOODHAVEN,BLVD,LOCAL ROAD,TRUE,LOCAL ROAD,10/10/2018 14:45,FALSE,FALSE,"(32.76038, -97.24519)"
18-91046,,POST OAK,BLVD,13600,,TRINITY,BLVD,,TRUE,,10/10/2018 11:25,FALSE,TRUE,"(32.81971, -97.7254)"
18-91044,,SCOTT,AVE,2100,,HUDSON,ST,,FALSE,,10/10/2018 11:34,FALSE,FALSE,"(32.74, -97.29)"
18-90977,,KELLER HICKS,RD,400,,KATY,RD,,TRUE,,10/10/2018 7:08,FALSE,FALSE,"(0, 0)"
18-91267,,MARTIN,ST,4900,E,LOOP 820 S,,,FALSE,,10/11/2018 6:35,FALSE,FALSE,"(32.68899, -97.24219)"
18-91264,E,LOOP 820,,5470,,IH 20 EB,,,FALSE,,10/11/2018 6:21,FALSE,FALSE,"(0, 0)"
18-91489,,HENSLEY,DR,1100,,KIRKWALL,DR,,TRUE,PAVED,10/11/2018 20:50,FALSE,FALSE,"(32.6606, -97.31247)"
18-91922,,SOUTH FREEWAY,,100,,S FWY SB S FWY NB CROSSOVER,,INTERSTATE HWY,FALSE,,10/13/2018 11:50,FALSE,FALSE,"(32.66116, -97.32112)"
18-90985,,GREEN RIDGE,DR,7200,,MCCART,AVE,RESIDENTIAL STREET,FALSE,,10/10/2018 8:25,FALSE,FALSE,"(32.63798, -97.36748)"
18-91891,,SOUTH FREEWAY,,100,,ALTAMESA,BLVD,,FALSE,,10/13/2018 9:50,FALSE,FALSE,"(32.6488, -97.32119)"
18-91311,S,FWY,FWY,100,W,RISINGER,RD,PAVED,FALSE,OAVED,10/11/2018 9:15,FALSE,FALSE,"(32.61405, -97.32153)"
18-92006,W,RISINGER,RD,8500,,TANGLERIDGE,RD,,TRUE,,10/13/2018 19:08,FALSE,FALSE,"(32.61643, -97.3979)"
18-92114,,BOAZ,RD,1350,,WILLOW SPRINGS,RD,,FALSE,,10/14/2018 2:28,FALSE,FALSE,"(0, 0)"
18-91818,W,SEMINARY,DR,4301,,HEMPHILL,ST,,TRUE,,10/13/2018 22:33,FALSE,FALSE,"(32.68435, -97.32062)"
18-91902,,SOUTHWEST LOOP 820,FWY,4701,,SOUTH,DR,,FALSE,,10/13/2018 9:54,FALSE,FALSE,"(32.67946, -97.38908)"
18-92391,,UNIVERSITY,DR,3100,,WEST FWY,FWY,,FALSE,,10/15/2018 11:01,FALSE,TRUE,"(32.73461, -97.3614)"
18-90894,E,LANCASTER,AVE,2600,,MOUNT VIEW,AVE,,TRUE,,10/9/2018 17:39,FALSE,TRUE,"(32.74079, -97.26721)"
18-91117,,WEST,FWY,1400,,JENNINGS,AVE,,FALSE,,10/10/2018 15:50,FALSE,FALSE,"(32.74485, -97.33273)"
18-89824,E,LANCASTER,AVE,2600,,PUTNAM,ST,,FALSE,,10/6/2018 9:20,FALSE,FALSE,"(32.73563, -97.22776)"
18-91028,,MANSFIELD,HWY,5300,,WICHITA,ST,LOCAL ROAD,TRUE,LOCAL ROAD,10/10/2018 10:34,FALSE,TRUE,"(32.68407, -97.2819)"
18-91310,,CRAIG,ST,2800,,CANTON ST,,LOCAL ROAD,TRUE,LOCAL ROAD,10/11/2018 9:07,FALSE,FALSE,"(32.73775, -97.22978)"
18-91140,,WESTCREEK,DR,6200,,MC CART,AVE,,FALSE,,10/10/2018 16:06,FALSE,FALSE,"(32.65465, -97.3618)"
18-91921,,STATE HIGHWAY 360,,14000,,TRINITY,BLVD,,FALSE,,10/14/2018 12:03,FALSE,FALSE,"(32.81375, -97.05666)"
18-91095,,DILLOW,ST,4000,,AVE N,AVE,,FALSE,,10/10/2018 14:30,FALSE,TRUE,"(0, 0)"
18-90994,S,RIVERSIDE,DR,1700,E,ROSEDALE,ST,,FALSE,,10/10/2018 9:11,FALSE,FALSE,"(32.73182, -97.30315)"
18-91122,,WEDGMONT,CIR,5400,,GRANBURY,RD,LOCAL ROAD,TRUE,LOCAL ROAD,10/10/2018 15:20,FALSE,FALSE,"(32.67016, -97.38587)"
18-91062,,WONDER,DR,5600,,WORRELL,DR,,TRUE,,10/10/2018 12:14,FALSE,FALSE,"(32.66262, -97.37817)"
18-91132,,TIMBERLAND,BLVD,12400,,ALTA VISTA,RD,,TRUE,,10/10/2018 15:15,FALSE,TRUE,"(32.9538, -97.2809)"
18-91694,E,BERRY,ST,3300,,CANBERRA,CT,,TRUE,,10/12/2018 15:05,FALSE,FALSE,"(32.71292, -97.29018)"
18-92051,E,LANCASTER,AVE,100,,NORTH,FWY,4 LANE TWO WAY STREET,TRUE,4 LANE EXIT RAMP,10/13/2018 22:39,FALSE,FALSE,"(32.74673, -97.33827)"
18-89809,,STATE HWY 183 WB,HWY,4900,,AMON CARTER,BLVD,,FALSE,,10/6/2018 5:41,FALSE,TRUE,"(0, 0)"
18-91575,,ALLIANCE GATEWAY,FWY,12500,,NORTH,FWY,IN FRONT OF PILOT,FALSE,,10/12/2018 6:50,FALSE,FALSE,"(32.95853, -97.30918)"
18-92117,,IH 20 WB OAK GROVE,RAMP,5600,,OAK GROVE RD S,,,FALSE,,10/14/2018 3:01,FALSE,FALSE,"(0, 0)"
18-91581,NE,LOOP 820 SERVICE ROAD EB,,5300,N,BEACH,ST,,TRUE,,10/12/2018 7:44,FALSE,FALSE,"(32.83926, -97.29056)"
18-91565,,NORTH SOUTH,FWY,0,,,,,FALSE,,10/12/2018 5:10,FALSE,FALSE,"(32.75153, -97.31985)"
18-89950,N,SYLVANIA,AVE,2601,,HOLLIS,ST,,FALSE,,10/6/2018 18:33,FALSE,TRUE,"(32.79071, -97.30858)"
18-90656,,BOAT CLUB,RD,3100,,DALHART,DR,,FALSE,,10/9/2018 7:00,FALSE,FALSE,"(32.86773, -97.42609)"
18-91657,,STATE HWY 360 NB TRINITY RAMP,RAMP,0,,TRINITY,BLVD,,FALSE,,10/12/2018 12:42,FALSE,TRUE,"(0, 0)"
18-90663,,HIGHWAY 114,,16000,,JARRETT,DR,,TRUE,,10/9/2018 7:10,FALSE,FALSE,"(33.2666, -97.2908)"
